item_id,order_id,product_id,quantity,unit_price,total_price,return_requested,warehouse_location
ITEM00001089,ORD0000358,PROD00410,-1,13380.55,40141.65,No,Hyderabad WH
ITEM00001090,ORD0000358,PROD01081,999,69170.41,276681.64,no,DELHI WH
ITEM00001091,ORD0000358,PROD01527,3,8042.0,,No,Mumbai WH
ITEM00001092,ORD0000359,PROD00343,4,54912.42,219649.68,no,mumbai wh
ITEM00001093,ORD0000360,PROD01719,9,15084.47,135760.23,No,NA
ITEM00001094,ORD0000361,PROD01680,1,73340.98,73340.98,0,NA
ITEM00001095,ORD0000362,PROD00065,4,15378.39,61513.56,No,HYD
ITEM00001096,ORD0000362,PROD01658,5,,124125.0,No,mumbai wh
ITEM00001097,ORD0000362,PROD00605,1,4210.06,4210.06,No,HYD
ITEM00001098,ORD0000362,PROD00698,8,64563.03,516504.24,No,
ITEM00001099,ORD0000362,PROD01497,2,56355.1,112710.2,No,Delhi WH
ITEM00001100,ORD0000363,PROD00841,2,7564.75,15129.5,No,NA
ITEM00001101,ORD0000363,PROD00070,6,11945.1,71670.6,,
ITEM00001102,ORD0000364,PROD01440,7,47825.78,,No,Chennai WH
ITEM00001103,ORD0000364,PROD01413,6,11457.36,68744.16,No,Chennai WH
ITEM00001104,ORD0000365,PROD01224,10,75631.28,756312.8,No,
ITEM00001105,ORD0000366,PROD00337,1,11870.87,11870.87,No,Delhi WH
ITEM00001106,ORD0000367,PROD00970,5,59709.33,298546.65,No,mumbai wh
ITEM00001107,ORD0000367,PROD00826,9,23475.58,211280.22,No,BLR
ITEM00001108,ORD0000367,PROD00392,6,49837.41,299024.46,No,Hyderabad WH
ITEM00001109,ORD0000367,PROD00426,3,66538.14,199614.42,yes,Mumbai WH
ITEM00001110,ORD0000368,PROD00104,6,68479.79,410878.74,yes,Hyderabad WH
ITEM00001111,ORD0000368,PROD01447,10,46799.81,467998.1,No,Mumbai WH
ITEM00001112,ORD0000368,PROD01312,1,37015.09,37015.09,No,HYD
ITEM00001113,ORD0000369,PROD00048,5,69273.65,346368.25,No,Chennai WH
ITEM00001114,ORD0000369,PROD01442,3,41406.64,124219.92,No,Chennai WH
ITEM00001115,ORD0000369,PROD01679,2,58781.39,0,No,Mumbai WH
ITEM00001116,ORD0000369,PROD00191,6,57792.43,346754.58,No,Mumbai WH
ITEM00001117,ORD0000370,PROD01354,8,5751.19,46009.52,No,
ITEM00001118,ORD0000371,PROD00753,6,0,226182.78,No,BLR
ITEM00001119,ORD0000371,PROD01365,2,47671.5,95343.0,No,BLR
ITEM00001120,ORD0000371,PROD00458,3,24031.71,72095.13,no,Delhi WH
ITEM00001121,ORD0000371,PROD00612,7,14640.28,102481.96,No,
ITEM00001122,ORD0000371,PROD00725,9,-15587.23,140285.07,Yes,
ITEM00001123,ORD0000372,PROD00697,0,13346.3,40038.9,No,
ITEM00001124,ORD0000372,PROD01343,0,51763.36,517633.6,No,DELHI WH
ITEM00001125,ORD0000372,PROD00057,2,40891.38,81782.76,No,Bangalore WH
ITEM00001126,ORD0000372,PROD01973,7,58895.1,412265.7,no,mumbai wh
ITEM00001127,ORD0000372,PROD00702,7,1172.22,8205.54,No,Bangalore WH
ITEM00001128,ORD0000373,PROD00367,6,-58567.64,351405.84,yes,BLR
ITEM00001129,ORD0000373,PROD01267,2,-39654.55,79309.1,,Hyderabad WH
ITEM00001130,ORD0000373,PROD00006,2,39713.46,79426.92,No,BLR
ITEM00001131,ORD0000373,PROD01947,7,6560.99,45926.93,No,
ITEM00001132,ORD0000373,PROD01777,4,10998.87,,No,NA
ITEM00001133,ORD0000374,PROD01666,999,-47299.1,236495.5,0,mumbai wh
ITEM00001134,ORD0000375,PROD00717,0,57367.51,573675.1,No,
ITEM00001135,ORD0000375,PROD01402,1,15221.09,15221.09,No,Delhi WH
ITEM00001136,ORD0000376,PROD01544,8,25746.71,205973.68,Yes,
ITEM00001137,ORD0000377,PROD00581,5,32783.31,163916.55,No,DELHI WH
ITEM00001138,ORD0000377,PROD01078,9,36347.91,327131.19,No,
ITEM00001139,ORD0000378,PROD01890,9,26619.11,239571.99,no,Hyderabad WH
ITEM00001140,ORD0000378,PROD00743,10,51070.25,510702.5,No,Hyderabad WH
ITEM00001141,ORD0000379,PROD00437,3,24133.72,72401.16,1,Chennai WH
ITEM00001142,ORD0000379,PROD01015,6,12592.98,75557.88,No,Hyderabad WH
ITEM00001143,ORD0000379,PROD00221,10,25044.14,250441.4,No,Delhi WH
ITEM00001144,ORD0000379,PROD00389,5,26764.35,133821.75,No,
ITEM00001145,ORD0000379,PROD96245,2,75152.17,150304.34,No,BLR
ITEM00001146,ORD0000380,PROD01619,9,67162.3,0,No,DELHI WH
ITEM00001147,ORD0000380,PROD00546,10,61497.99,614979.9,Yes,Bangalore WH
ITEM00001148,ORD0000380,PROD01437,1,0,15040.09,1,
ITEM00001149,ORD0000380,PROD90498,10,49245.31,492453.1,No,Hyderabad WH
ITEM00001150,ORD0000381,PROD00713,9,78906.88,710161.92,No,HYD
ITEM00001151,ORD0000381,PROD01790,6,0,416786.4,No,Mumbai WH
ITEM00001152,ORD0000381,PROD01013,1,23276.52,23276.52,no,mumbai wh
ITEM00001153,ORD0000381,PROD95686,8,39515.46,316123.68,No,Mumbai WH
ITEM00001154,ORD0000382,PROD92658,8,62145.75,497166.0,yes,Delhi WH
ITEM00001155,ORD0000382,PROD01804,10,43729.3,437293.0,No,mumbai wh
ITEM00001156,ORD0000382,PROD00158,8,19447.5,155580.0,No,
ITEM00001157,ORD0000382,PROD94828,7,-9536.79,66757.53,No,Chennai WH
ITEM00001158,ORD0000382,PROD00697,9,47552.11,,No,DELHI WH
ITEM00001159,ORD0000383,PROD01543,3,12396.4,37189.2,No,DELHI WH
ITEM00001160,ORD0000384,PROD00795,2,25234.26,50468.52,No,Delhi WH
ITEM00001161,ORD0000384,PROD01569,6,40409.07,242454.42,No,BLR
ITEM00001162,ORD0000385,PROD00411,3,31342.6,94027.8,No,Delhi WH
ITEM00001163,ORD0000386,PROD00583,,9864.49,29593.47,0,mumbai wh
ITEM00001164,ORD0000386,PROD01995,5,37140.18,185700.9,No,DELHI WH
ITEM00001165,ORD0000387,PROD00162,6,72714.46,436286.76,No,
ITEM00001166,ORD0000387,PROD01943,3,61252.93,183758.79,No,Mumbai WH
ITEM00001167,ORD0000387,PROD00580,9,68043.54,,No,mumbai wh
ITEM00001168,ORD0000387,PROD01582,3,5702.1,17106.3,No,Hyderabad WH
ITEM00001169,ORD0000387,PROD01981,5,44421.52,222107.6,No,BLR
ITEM00001170,ORD0000388,PROD92362,3,53681.18,161043.54,No,Delhi WH
ITEM00001171,ORD0000388,PROD01333,2,-12679.95,25359.9,No,Bangalore WH
ITEM00001172,ORD0000388,PROD00231,4,47460.46,189841.84,No,Bangalore WH
ITEM00001173,ORD0000389,PROD00385,7,47828.06,334796.42,No,HYD
ITEM00001174,ORD0000389,PROD01375,3,38061.95,114185.85,No,DELHI WH
ITEM00001175,ORD0000389,PROD01036,5,62247.03,311235.15,No,mumbai wh
ITEM00001176,ORD0000390,PROD00931,8,32971.5,263772.0,No,Delhi WH
ITEM00001177,ORD0000390,PROD00732,6,68132.87,408797.22,No,DELHI WH
ITEM00001178,ORD0000390,PROD01851,10,25168.77,251687.7,No,Mumbai WH
ITEM00001179,ORD0000391,PROD01551,5,236.1,1180.5,No,Delhi WH
ITEM00001180,ORD0000392,PROD01274,10,28895.5,288955.0,No,DELHI WH
ITEM00001181,ORD0000392,PROD01882,4,48733.28,194933.12,No,Bangalore WH
ITEM00001182,ORD0000393,PROD01787,4,0,38155.36,1,BLR
ITEM00001183,ORD0000393,PROD00993,1,25796.89,25796.89,No,BLR
ITEM00001184,ORD0000393,PROD00752,10,3333.12,33331.2,No,Mumbai WH
ITEM00001185,ORD0000393,PROD00115,,0,157639.62,No,
ITEM00001186,ORD0000394,PROD01059,5,0,344088.45,No,mumbai wh
ITEM00001187,ORD0000394,PROD00774,1,28668.35,28668.35,No,BLR
ITEM00001188,ORD0000395,PROD00602,8,43383.89,0,No,mumbai wh
ITEM00001189,ORD0000395,PROD01903,4,66407.38,265629.52,No,
ITEM00001190,ORD0000396,PROD01650,-1,57321.56,573215.6,0,Chennai WH
ITEM00001191,ORD0000396,PROD01449,5,-53642.83,268214.15,No,Delhi WH
ITEM00001192,ORD0000396,PROD01190,10,16673.22,166732.2,No,NA
ITEM00001193,ORD0000397,PROD01385,3,53577.01,160731.03,yes,NA
ITEM00001194,ORD0000397,PROD01170,8,27798.13,222385.04,No,mumbai wh
ITEM00001195,ORD0000397,PROD96566,9,9999999,665375.22,No,
ITEM00001196,ORD0000397,PROD01577,10,32355.33,,No,Bangalore WH
ITEM00001197,ORD0000398,PROD01720,-1,76161.22,380806.1,No,mumbai wh
ITEM00001198,ORD0000398,PROD00107,,0,66616.95,No,Chennai WH
ITEM00001199,ORD0000398,PROD00964,4,0,278094.2,Yes,
ITEM00001200,ORD0000399,PROD00583,5,50536.56,252682.8,No,Mumbai WH
ITEM00001201,ORD0000400,PROD01273,6,19974.16,119844.96,No,
ITEM00001202,ORD0000400,PROD00909,6,69199.66,415197.96,No,NA
ITEM00001203,ORD0000400,PROD01976,2,0,113820.6,0,Bangalore WH
ITEM00001204,ORD0000400,PROD00271,2,27413.49,54826.98,No,Hyderabad WH
ITEM00001205,ORD0000401,PROD01776,1,35000.5,35000.5,No,BLR
ITEM00001206,ORD0000401,PROD90470,3,10701.99,32105.97,1,Delhi WH
ITEM00001207,ORD0000401,PROD94589,9,67216.04,,No,Delhi WH
ITEM00001208,ORD0000402,PROD00238,2,73088.87,146177.74,No,HYD
ITEM00001209,ORD0000402,PROD01194,3,74024.43,0,yes,Mumbai WH
ITEM00001210,ORD0000402,PROD00552,1,26949.54,-26949.54,No,mumbai wh
ITEM00001211,ORD0000402,PROD01190,6,60021.69,360130.14,No,Delhi WH
ITEM00001212,ORD0000403,PROD01837,2,71695.7,143391.4,No,mumbai wh
ITEM00001213,ORD0000403,PROD01332,2,1474.87,2949.74,No,
ITEM00001214,ORD0000404,PROD01704,,5700.2,0,No,
ITEM00001215,ORD0000404,PROD01700,8,9999999,91872.32,No,
ITEM00001216,ORD0000404,PROD01610,10,44824.58,448245.8,No,DELHI WH
ITEM00001217,ORD0000404,PROD00540,3,57343.59,172030.77,yes,Hyderabad WH
ITEM00001218,ORD0000405,PROD00067,8,46328.98,370631.84,,mumbai wh
ITEM00001219,ORD0000405,PROD94919,6,67476.54,0,No,Hyderabad WH
ITEM00001220,ORD0000405,PROD00841,5,18484.31,92421.55,No,Mumbai WH
ITEM00001221,ORD0000405,PROD00716,1,56214.67,56214.67,Yes,mumbai wh
ITEM00001222,ORD0000405,PROD01651,-1,,0,,mumbai wh
ITEM00001223,ORD0000406,PROD01028,9,79520.05,715680.45,No,DELHI WH
ITEM00001224,ORD0000407,PROD01117,9,7504.83,67543.47,No,Delhi WH
ITEM00001225,ORD0000408,PROD01751,4,27338.02,109352.08,No,HYD
ITEM00001226,ORD0000408,PROD01717,5,5927.18,29635.9,No,
ITEM00001227,ORD0000409,PROD01980,4,13061.14,52244.56,No,
ITEM00001228,ORD0000409,PROD00575,2,2116.74,4233.48,No,Hyderabad WH
ITEM00001229,ORD0000409,PROD00589,1,52929.81,52929.81,No,Hyderabad WH
ITEM00001230,ORD0000410,PROD00061,7,43005.7,301039.9,1,Bangalore WH
ITEM00001231,ORD0000410,PROD01208,1,63782.81,63782.81,No,Hyderabad WH
ITEM00001232,ORD0000410,PROD00660,1,30826.9,30826.9,No,Hyderabad WH
ITEM00001233,ORD0000411,PROD01647,10,39047.83,390478.3,No,Mumbai WH
ITEM00001234,ORD0000412,PROD00010,1,15720.69,15720.69,No,
ITEM00001235,ORD0000412,PROD98353,-1,63433.91,317169.55,No,DELHI WH
ITEM00001236,ORD0000412,PROD01990,9,68364.45,615280.05,No,Delhi WH
ITEM00001237,ORD0000413,PROD01653,2,24430.44,48860.88,No,NA
ITEM00001238,ORD0000414,PROD00354,9,29117.5,262057.5,No,NA
ITEM00001239,ORD0000414,PROD01868,10,-35688.92,356889.2,No,
ITEM00001240,ORD0000414,PROD00982,8,4281.12,34248.96,No,Hyderabad WH
ITEM00001241,ORD0000415,PROD01681,2,17571.0,35142.0,No,Chennai WH
ITEM00001242,ORD0000415,PROD01109,3,1617.52,4852.56,No,
ITEM00001243,ORD0000415,PROD01056,10,31415.31,314153.1,No,Bangalore WH
ITEM00001244,ORD0000415,PROD01546,5,14332.8,71664.0,No,Hyderabad WH
ITEM00001245,ORD0000415,PROD00178,7,29658.49,207609.43,No,Bangalore WH
ITEM00001246,ORD0000416,PROD00261,5,75507.01,0,No,BLR
ITEM00001247,ORD0000416,PROD00982,3,26879.97,80639.91,No,NA
ITEM00001248,ORD0000417,PROD96344,4,52185.08,208740.32,No,Hyderabad WH
ITEM00001249,ORD0000417,PROD01813,6,74731.84,448391.04,No,Bangalore WH
ITEM00001250,ORD0000417,PROD00987,9,44396.62,399569.58,No,BLR
ITEM00001251,ORD0000418,PROD00055,10,,0,No,BLR
ITEM00001252,ORD0000419,PROD94730,10,53123.96,531239.6,,BLR
ITEM00001253,ORD0000419,PROD00570,0,10341.11,10341.11,No,Bangalore WH
ITEM00001254,ORD0000420,PROD01965,6,74067.65,444405.9,No,HYD
ITEM00001255,ORD0000420,PROD01793,8,34969.77,279758.16,No,DELHI WH
ITEM00001256,ORD0000420,PROD93171,4,10562.86,42251.44,No,mumbai wh
ITEM00001257,ORD0000420,PROD01279,8,76761.34,614090.72,No,BLR
ITEM00001258,ORD0000420,PROD00414,10,2839.0,-28390.0,No,NA
ITEM00001259,ORD0000421,PROD00538,1,76415.84,76415.84,No,
ITEM00001260,ORD0000421,PROD00165,9,10814.89,0,No,BLR
ITEM00001261,ORD0000421,PROD00123,10,30984.89,309848.9,No,Chennai WH
ITEM00001262,ORD0000422,PROD00923,2,70335.94,140671.88,No,HYD
ITEM00001263,ORD0000422,PROD00228,8,-74758.4,598067.2,No,Bangalore WH
ITEM00001264,ORD0000422,PROD00297,6,52681.79,316090.74,No,NA
ITEM00001265,ORD0000422,PROD01625,5,-62033.02,310165.1,No,Delhi WH
ITEM00001266,ORD0000422,PROD01507,1,8695.92,8695.92,No,Delhi WH
ITEM00001267,ORD0000423,PROD00154,5,37268.89,186344.45,yes,
ITEM00001268,ORD0000423,PROD00124,7,5136.27,35953.89,No,
ITEM00001269,ORD0000423,PROD00408,999,39350.54,78701.08,No,
ITEM00001270,ORD0000423,PROD00084,5,,32710.35,No,Bangalore WH
ITEM00001271,ORD0000424,PROD01211,2,5138.26,10276.52,no,mumbai wh
ITEM00001272,ORD0000424,PROD01917,1,60920.31,60920.31,No,BLR
ITEM00001273,ORD0000424,PROD00188,9,39942.69,359484.21,No,DELHI WH
ITEM00001274,ORD0000424,PROD01586,6,38971.56,233829.36,No,Bangalore WH
ITEM00001275,ORD0000425,PROD01440,2,57694.65,115389.3,No,
ITEM00001276,ORD0000426,PROD00134,7,49837.94,348865.58,No,DELHI WH
ITEM00001277,ORD0000426,PROD90319,1,20573.46,20573.46,No,DELHI WH
ITEM00001278,ORD0000426,PROD01561,8,58255.33,466042.64,No,NA
ITEM00001279,ORD0000427,PROD95657,2,42572.55,85145.1,,HYD
ITEM00001280,ORD0000427,PROD00995,2,7555.49,15110.98,,Bangalore WH
ITEM00001281,ORD0000427,PROD01228,7,4750.22,33251.54,No,Hyderabad WH
ITEM00001282,ORD0000427,PROD99467,6,36369.07,218214.42,No,Bangalore WH
ITEM00001283,ORD0000428,PROD95507,999,28962.11,144810.55,no,
ITEM00001284,ORD0000429,PROD01115,2,37601.76,75203.52,No,Bangalore WH
ITEM00001285,ORD0000429,PROD00132,7,-61143.68,428005.76,No,BLR
ITEM00001286,ORD0000429,PROD01448,10,33548.67,335486.7,No,HYD
ITEM00001287,ORD0000430,PROD00969,5,70027.7,350138.5,No,Delhi WH
ITEM00001288,ORD0000430,PROD01662,9,44037.76,396339.84,1,DELHI WH
ITEM00001289,ORD0000430,PROD01864,10,44222.48,442224.8,No,Mumbai WH
ITEM00001290,ORD0000430,PROD00431,7,24623.65,172365.55,No,
ITEM00001291,ORD0000430,PROD00235,8,15062.28,120498.24,No,BLR
ITEM00001292,ORD0000431,PROD01663,6,69791.01,418746.06,yes,BLR
ITEM00001293,ORD0000431,PROD00131,1,60835.08,60835.08,No,Mumbai WH
ITEM00001294,ORD0000431,PROD01406,10,28765.91,287659.1,No,HYD
ITEM00001295,ORD0000432,PROD01596,8,35427.73,-283421.84,No,Chennai WH
ITEM00001296,ORD0000432,PROD00510,6,15779.47,94676.82,No,Bangalore WH
ITEM00001297,ORD0000432,PROD01064,10,6284.23,62842.3,No,Bangalore WH
ITEM00001298,ORD0000432,PROD00089,6,74561.12,447366.72,0,HYD
ITEM00001299,ORD0000432,PROD01959,1,-38227.06,38227.06,No,Mumbai WH
ITEM00001300,ORD0000433,PROD01570,6,33842.63,,No,Hyderabad WH
ITEM00001301,ORD0000433,PROD00999,9,6262.29,56360.61,No,Mumbai WH
ITEM00001302,ORD0000433,PROD94362,5,68731.79,343658.95,No,Delhi WH
ITEM00001303,ORD0000433,PROD00270,3,73634.0,220902.0,No,BLR
ITEM00001304,ORD0000434,PROD01460,1,39736.55,39736.55,No,Chennai WH
ITEM00001305,ORD0000434,PROD00877,8,63928.17,511425.36,No,
ITEM00001306,ORD0000435,PROD01892,8,73659.79,589278.32,1,Hyderabad WH
ITEM00001307,ORD0000435,PROD00703,999,-75159.27,300637.08,No,BLR
ITEM00001308,ORD0000436,PROD01753,1,-37032.22,37032.22,No,Chennai WH
ITEM00001309,ORD0000436,PROD00208,6,71596.51,429579.06,No,Mumbai WH
ITEM00001310,ORD0000436,PROD99330,7,-49674.12,347718.84,No,
ITEM00001311,ORD0000436,PROD00037,10,65556.4,655564.0,no,DELHI WH
ITEM00001312,ORD0000437,PROD00469,3,20837.39,62512.17,,mumbai wh
ITEM00001313,ORD0000438,PROD01763,1,22188.54,22188.54,0,BLR
ITEM00001314,ORD0000438,PROD01621,4,32178.48,-128713.92,No,HYD
ITEM00001315,ORD0000439,PROD01413,4,26076.1,104304.4,No,Mumbai WH
ITEM00001316,ORD0000439,PROD00433,8,10978.53,87828.24,No,Delhi WH
ITEM00001317,ORD0000439,PROD01277,10,8315.14,83151.4,No,
ITEM00001318,ORD0000439,PROD00117,10,76053.82,760538.2,No,
ITEM00001319,ORD0000440,PROD00863,4,42756.76,171027.04,No,Bangalore WH
ITEM00001320,ORD0000441,PROD01069,2,12906.29,,No,Delhi WH
ITEM00001321,ORD0000442,PROD00616,5,5859.4,29297.0,No,
ITEM00001322,ORD0000442,PROD01664,4,9316.47,37265.88,No,HYD
ITEM00001323,ORD0000442,PROD01859,10,62754.57,627545.7,No,DELHI WH
ITEM00001324,ORD0000442,PROD00539,3,61053.11,183159.33,No,BLR
ITEM00001325,ORD0000442,PROD00048,1,10003.87,10003.87,No,HYD
ITEM00001326,ORD0000443,PROD00813,0,70344.76,492413.32,No,
ITEM00001327,ORD0000443,PROD01787,7,30559.27,213914.89,No,Chennai WH
ITEM00001328,ORD0000443,PROD01317,8,11917.47,95339.76,0,mumbai wh
ITEM00001329,ORD0000443,PROD00398,7,0,287238.49,No,Delhi WH
ITEM00001330,ORD0000444,PROD95905,3,53466.54,,No,DELHI WH
ITEM00001331,ORD0000444,PROD01596,6,24914.48,149486.88,0,DELHI WH
ITEM00001332,ORD0000445,PROD01450,,32684.64,228792.48,1,
ITEM00001333,ORD0000445,PROD00459,7,78085.69,546599.83,0,DELHI WH
ITEM00001334,ORD0000446,PROD00242,6,23761.53,142569.18,No,Mumbai WH
ITEM00001335,ORD0000446,PROD01497,6,40488.2,242929.2,No,Mumbai WH
ITEM00001336,ORD0000447,PROD01756,3,37006.08,111018.24,No,DELHI WH
ITEM00001337,ORD0000447,PROD00428,3,75417.56,226252.68,No,NA
ITEM00001338,ORD0000448,PROD00320,2,1024.76,2049.52,0,BLR
ITEM00001339,ORD0000448,PROD00625,1,21376.46,21376.46,No,NA
ITEM00001340,ORD0000448,PROD01471,1,26951.76,26951.76,No,BLR
ITEM00001341,ORD0000449,PROD00122,10,7343.33,73433.3,No,Hyderabad WH
ITEM00001342,ORD0000449,PROD00466,1,25631.61,25631.61,No,Hyderabad WH
ITEM00001343,ORD0000449,PROD00069,3,49497.14,148491.42,,BLR
ITEM00001344,ORD0000449,PROD01144,8,14000.86,112006.88,Yes,Bangalore WH
ITEM00001345,ORD0000449,PROD00246,10,21847.05,218470.5,Yes,BLR
ITEM00001346,ORD0000450,PROD00409,10,29937.73,299377.3,yes,
ITEM00001347,ORD0000450,PROD00910,2,60597.11,121194.22,Yes,BLR
ITEM00001348,ORD0000450,PROD01739,10,21950.07,219500.7,No,Hyderabad WH
ITEM00001349,ORD0000450,PROD00936,10,64375.18,643751.8,No,mumbai wh
ITEM00001350,ORD0000451,PROD01195,1,43101.46,43101.46,No,DELHI WH
ITEM00001351,ORD0000452,PROD01155,-1,48285.8,144857.4,0,Bangalore WH
ITEM00001352,ORD0000452,PROD00403,10,18391.2,183912.0,yes,DELHI WH
ITEM00001353,ORD0000453,PROD00613,4,5103.14,20412.56,No,Hyderabad WH
ITEM00001354,ORD0000453,PROD01929,9,71490.69,643416.21,no,BLR
ITEM00001355,ORD0000453,PROD01076,1,36267.75,36267.75,No,NA
ITEM00001356,ORD0000453,PROD00141,2,7669.99,15339.98,No,BLR
ITEM00001357,ORD0000454,PROD00534,1,-20601.79,20601.79,No,NA
ITEM00001358,ORD0000454,PROD00860,8,76225.08,609800.64,No,NA
ITEM00001359,ORD0000454,PROD01626,5,7042.4,-35212.0,No,
ITEM00001360,ORD0000455,PROD00610,2,7756.19,15512.38,Yes,Bangalore WH
ITEM00001361,ORD0000455,PROD00544,4,2436.89,9747.56,,
ITEM00001362,ORD0000455,PROD00155,9,54411.98,489707.82,No,NA
ITEM00001363,ORD0000456,PROD00227,7,67825.27,474776.89,No,Mumbai WH
ITEM00001364,ORD0000457,PROD00014,8,61141.47,489131.76,No,Chennai WH
ITEM00001365,ORD0000458,PROD00498,1,62561.54,62561.54,No,DELHI WH
ITEM00001366,ORD0000458,PROD01540,4,31150.1,124600.4,1,DELHI WH
ITEM00001367,ORD0000459,PROD01218,3,72586.05,217758.15,no,Mumbai WH
ITEM00001368,ORD0000459,PROD00491,2,51628.76,,No,
ITEM00001369,ORD0000460,PROD01786,4,22759.67,91038.68,No,Bangalore WH
ITEM00001370,ORD0000460,PROD01884,6,41816.65,250899.9,No,Mumbai WH
ITEM00001371,ORD0000460,PROD01240,7,-55693.43,389854.01,No,HYD
ITEM00001372,ORD0000460,PROD01686,5,52660.39,263301.95,No,Chennai WH
ITEM00001373,ORD0000461,PROD01104,5,59195.69,295978.45,No,Bangalore WH
ITEM00001374,ORD0000462,PROD00608,4,1206.66,4826.64,No,
ITEM00001375,ORD0000462,PROD00843,2,25794.23,51588.46,No,mumbai wh
ITEM00001376,ORD0000462,PROD01687,8,58907.46,0,No,mumbai wh
ITEM00001377,ORD0000462,PROD01356,3,31591.29,94773.87,No,HYD
ITEM00001378,ORD0000463,PROD00750,4,,170132.12,No,NA
ITEM00001379,ORD0000463,PROD00351,5,15451.59,77257.95,No,HYD
ITEM00001380,ORD0000464,PROD01042,6,16447.78,98686.68,No,Delhi WH
ITEM00001381,ORD0000464,PROD00470,9,39365.92,354293.28,No,mumbai wh
ITEM00001382,ORD0000464,PROD00716,8,42956.03,-343648.24,No,Chennai WH
ITEM00001383,ORD0000464,PROD99533,9,10484.36,94359.24,No,
ITEM00001384,ORD0000464,PROD00502,10,6440.98,64409.8,No,DELHI WH
ITEM00001385,ORD0000465,PROD01786,8,12073.26,96586.08,0,DELHI WH
ITEM00001386,ORD0000465,PROD01609,2,56537.84,113075.68,No,Chennai WH
ITEM00001387,ORD0000466,PROD01686,2,-50649.6,0,,HYD
ITEM00001388,ORD0000467,PROD00411,5,,29541.9,No,Hyderabad WH
ITEM00001389,ORD0000467,PROD01301,2,74138.28,148276.56,no,Delhi WH
ITEM00001390,ORD0000468,PROD00462,7,75343.69,527405.83,No,Mumbai WH
ITEM00001391,ORD0000468,PROD00080,5,3861.07,19305.35,No,HYD
ITEM00001392,ORD0000468,PROD00569,6,11434.28,68605.68,no,HYD
ITEM00001393,ORD0000468,PROD00345,2,41698.71,83397.42,No,Bangalore WH
ITEM00001394,ORD0000469,PROD01575,5,8499.42,42497.1,No,Mumbai WH
ITEM00001395,ORD0000469,PROD01538,10,,352357.6,No,Bangalore WH
ITEM00001396,ORD0000469,PROD00932,8,47843.49,,yes,
ITEM00001397,ORD0000470,PROD01159,6,16380.86,98285.16,No,NA
ITEM00001398,ORD0000470,PROD01453,7,19020.47,133143.29,No,mumbai wh
ITEM00001399,ORD0000470,PROD00923,10,69424.06,694240.6,No,
ITEM00001400,ORD0000470,PROD00654,6,12283.65,73701.9,No,
ITEM00001401,ORD0000471,PROD00520,7,29865.37,209057.59,Yes,Bangalore WH
ITEM00001402,ORD0000471,PROD00256,9,5782.35,52041.15,No,NA
ITEM00001403,ORD0000471,PROD01424,8,44246.29,353970.32,Yes,Hyderabad WH
ITEM00001404,ORD0000471,PROD00386,7,21941.67,153591.69,1,NA
ITEM00001405,ORD0000471,PROD01223,5,9999999,57828.05,No,Hyderabad WH
ITEM00001406,ORD0000472,PROD01180,2,54637.62,109275.24,0,Mumbai WH
ITEM00001407,ORD0000472,PROD01992,6,,141272.16,No,Bangalore WH
ITEM00001408,ORD0000473,PROD01732,3,65727.98,197183.94,No,NA
ITEM00001409,ORD0000473,PROD01520,3,75404.16,226212.48,No,
ITEM00001410,ORD0000473,PROD01860,8,8637.84,69102.72,No,Mumbai WH
ITEM00001411,ORD0000473,PROD00030,10,16694.49,166944.9,,
ITEM00001412,ORD0000473,PROD00030,4,9999999,184493.32,No,DELHI WH
ITEM00001413,ORD0000474,PROD00995,8,42999.62,343996.96,Yes,Delhi WH
ITEM00001414,ORD0000474,PROD00480,9,79296.4,713667.6,No,Mumbai WH
ITEM00001415,ORD0000474,PROD01440,2,46690.72,93381.44,No,Bangalore WH
ITEM00001416,ORD0000475,PROD01519,7,12780.23,89461.61,No,Hyderabad WH
ITEM00001417,ORD0000475,PROD00886,3,69058.2,207174.6,No,NA
ITEM00001418,ORD0000475,PROD00413,5,5378.46,26892.3,No,NA
ITEM00001419,ORD0000475,PROD01449,4,54250.48,,No,Hyderabad WH
ITEM00001420,ORD0000475,PROD01491,10,64236.66,,No,Hyderabad WH
ITEM00001421,ORD0000476,PROD00525,4,74348.09,297392.36,No,mumbai wh
ITEM00001422,ORD0000477,PROD00664,3,42864.84,128594.52,No,Hyderabad WH
ITEM00001423,ORD0000477,PROD00626,0,17562.15,87810.75,No,Chennai WH
ITEM00001424,ORD0000478,PROD00241,6,8655.53,51933.18,No,Hyderabad WH
ITEM00001425,ORD0000478,PROD00526,1,19650.37,,No,Hyderabad WH
ITEM00001426,ORD0000478,PROD01461,1,65809.95,65809.95,No,
ITEM00001427,ORD0000478,PROD01477,8,8218.75,65750.0,,
ITEM00001428,ORD0000478,PROD01164,9,9858.39,-88725.51,no,BLR
ITEM00001429,ORD0000479,PROD00799,9,48793.0,,No,mumbai wh
ITEM00001430,ORD0000480,PROD00640,5,39220.71,196103.55,No,Chennai WH
ITEM00001431,ORD0000480,PROD00262,5,21746.95,108734.75,No,Hyderabad WH
ITEM00001432,ORD0000480,PROD00537,999,-23816.35,95265.4,No,DELHI WH
ITEM00001433,ORD0000480,PROD01224,7,60565.1,423955.7,No,DELHI WH
ITEM00001434,ORD0000481,PROD00240,6,65382.16,392292.96,no,Hyderabad WH
