product_id,product_name,category,sub_category,brand,price,discount_percent,stock_quantity,rating,is_available
PROD00301,Himalaya Hair Oil,beauty,Hair Oil,Himalaya,65803.57,21,485,4.3,No
PROD00302,Manyavar Dupatta,Fashion,Dupatta,Manyavar,54155.0,50,99999,4.6,No
PROD00303,Garnier Hair Oil,Beauty,Hair Oil,Garnier,15676.47,42,472,2.4,Yes
PROD00304,L'Oreal Sunscreen,Beauty,Sunscreen,L'Oreal,30919.82,29,493,3.0,No
PROD00305,Westland Dictionary,Books,Dictionary,Westland,51029.67,4,,4.0,Yes
PROD00306,Dabur Amul Butter,Grocery,Amul Butter,Dabur,37979.92,22,371,1.3,No
PROD00307,Patanjali Honey,Grocery,Honey,Patanjali,53795.07,,99999,1.1,Yes
PROD00308,Himalaya Lipstick,Beauty,Lipstick,,71119.42,44,253,4.0,No
PROD00309,Decathlon Yoga Mat,Sports,Yoga Mat,Decathlon,50372.15,30,359,1.3,No
PROD00310,Westland Workbook,Books,Workbook,,16247.49,,220,6.5,Yes
PROD00311,Burnish Resistance Band,Sports,Resistance Band,Burnish,52036.08,4,-5,1.1,Yes
PROD00312,Cello Pressure Cooker,Home & Kitchen,,Cello,79960.25,9,289,1.4,Yes
PROD00313,OnePlus Mouse,Electronics,Mouse,OnePlus,48776.14,0,173,3.7,0
PROD00314,Disha Comic,Books,Comic,Disha,33577.06,37,425,1.2,No
PROD00315,Lenovo Laptop,Electronics,Laptop,Lenovo,76081.04,32,228,4.3,Yes
PROD00316,Apple Earbuds,Electronics,Earbuds,Apple,4858.5,7,329,0,Yes
PROD00317,Lenovo Earbuds,Electronics,Earbuds,Lenovo,28689.69,41,153,1.7,No
PROD00318,Decathlon Cricket Bat,SPORTS,Cricket Bat,Decathlon,2770.92,26,216,3.4,Yes
PROD00319,Disha Journal,Books,Journal,Disha,5357.29,32,314,3.5,no
PROD00320,Cosco Skipping Rope,Sports,Skipping Rope,Cosco,40315.82,150,269,2.3,No
PROD00321,Decathlon Knee Cap,Sports,Knee Cap,Decathlon,46046.39,44,410,4.7,Yes
PROD00322,Tata Green Tea,Grocery,Green Tea,,35417.03,3,472,5.0,No
PROD00323,Realme Power Bank,Electronics,Power Bank,Realme,47314.96,25,109,2.8,No
PROD00324,Mamaearth Lipstick,Beauty,Lipstick,Mamaearth,49939.51,13,229,1.6,Yes
PROD00325,S.Chand Textbook,Books,Textbook,S.Chand,51398.24,24,444,1.0,yes
PROD00326,Fingerprint Textbook,Books,Textbook,Fingerprint,75185.46,48,,3.8,Yes
PROD00327,Fingerprint Self Help Book,Books,Self Help Book,Fingerprint,6888.97,59,91,2.4,Yes
PROD00328,FabIndia Belt,Fashion,Belt,FabIndia,77058.11,47,489,0,Yes
PROD00329,Dabur Toor Dal,Grocery,Toor Dal,Dabur,-295.09,36,433,2.8,No
PROD00330,Amul Basmati Rice,grocery,Basmati Rice,Amul,3891.29,28,199,4.2,No
PROD00331,FabIndia Belt,Fashion,Belt,FabIndia,50839.86,-10,281,3.5,No
PROD00332,S.Chand Workbook,Books,Workbook,S.Chand,30890.69,51,161,4.0,No
PROD00333,SG Cricket Bat,Sports,Cricket Bat,SG,17341.26,24,440,1.6,No
PROD00334,Pigeon Bed Sheet,Home & Kitchen,Bed Sheet,Pigeon,2945.76,19,170,2.6,No
PROD00335,Tata Saffola Oil,Grocery,Saffola Oil,Tata,64860.97,35,325,,Yes
PROD00336,Borosil Mop,Home & Kitchen,Mop,Borosil,30605.25,,441,1.8,Yes
PROD00337,Dove Sunscreen,Beauty,Sunscreen,Dove,62904.42,18,49,1.9,No
PROD00338,Mi Smartwatch,Electronics,Smartwatch,Mi,44785.54,58,263,1.4,No
PROD00339,Aashirvaad Honey,Grocery,Honey,Aashirvaad,-73459.27,24,377,4.1,Out of Stock
PROD00340,Biba Dupatta,FASHION,Dupatta,Biba,64706.47,8,112,3.9,yes
PROD00341,MDH Toor Dal,Grocery,Toor Dal,MDH,64116.05,1,105,4.6,No
PROD00342,boAt Keyboard,Electronics,,boAt,52438.2,20,201,2.1,Out of Stock
PROD00343,Pigeon Pressure Cooker,Home & Kitchen,,Pigeon,75290.63,26,233,3.2,Yes
PROD00344,Haldiram Saffola Oil,Grocery,Saffola Oil,,18204.66,150,411,2.1,Out of Stock
PROD00345,S.Chand Novel,Books,Novel,S.Chand,-76973.1,17,436,1.6,No
PROD00346,Mi Laptop,Electronics,Laptop,Mi,69124.81,47,365,4.3,No
PROD00347,Nike Dupatta,Fashion,Dupatta,Nike,24608.9,44,190,1.3,Yes
PROD00348,Adidas Dress,Fashion,Dress,Adidas,,27,326,2.5,No
PROD00349,,Electronics,,JBL,22329.22,6,93,-1,No
PROD00350,Dove Moisturizer,,Moisturizer,Dove,23459.12,-10,434,4.7,0
PROD00351,Hawkins Mop,Home & Kitchen,Mop,,48337.42,34,434,4.7,No
PROD00352,Philips Mixer Grinder,Home & Kitchen,Mixer Grinder,Philips,73982.82,16,29,4.2,No
PROD00353,Manyavar Leggings,Fashion,,Manyavar,67028.85,45,477,6.5,No
PROD00354,Bajaj Pillow,home & kitchen,Pillow,Bajaj,3837.47,-10,345,3.2,Yes
PROD00355,HP Earbuds,Electronics,Earbuds,HP,31216.83,26,129,1.7,No
PROD00356,FabIndia Kurta,Fashion,Kurta,FabIndia,10312.15,57,237,,Yes
PROD00357,Fingerprint Novel,Books,Novel,Fingerprint,78051.16,7,216,1.0,No
PROD00358,Dove Hair Oil,Beauty,Hair Oil,Dove,8729.25,28,307,1.4,Yes
PROD00359,Amul Toor Dal,Grocery,Toor Dal,Amul,9999999,10,250,3.3,No
PROD00360,W Dupatta,Fashion,,W,75392.35,46,128,1.7,No
PROD00361,Garnier Foundation,Beauty,Foundation,Garnier,28662.65,52,-5,4.9,No
PROD00362,Nike Saree,Fashion,Saree,Nike,76268.65,50,205,2.7,No
PROD00363,Puma Dress,Fashion,Dress,Puma,49134.76,37,303,-1,No
PROD00364,Mi Keyboard,Electronics,Keyboard,Mi,38802.77,52,119,1.9,Yes
PROD00365,Vector X Yoga Mat,SPORTS,Yoga Mat,,46395.94,38,357,0,No
PROD00366,Tupperware Pressure Cooker,Home & Kitchen,Pressure Cooker,Tupperware,59863.1,150,24,4.2,Yes
PROD00367,Tupperware Pillow,Home & Kitchen,Pillow,,41687.77,17,442,2.9,1
PROD00368,Disha Journal,BOOKS,Journal,Disha,51396.78,,156,3.2,Yes
PROD00369,Milton Tiffin Box,home & kitchen,Tiffin Box,Milton,10007.18,37,-5,1.7,No
PROD00370,Dove Lipstick,beauty,Lipstick,Dove,15332.54,34,,3.7,No
PROD00371,,home & kitchen,Knife Set,,27337.53,29,315,4.7,Yes
PROD00372,Samsung Keyboard,Electronics,Keyboard,Samsung,28415.05,15,338,2.6,Yes
PROD00373,H&M Jeans,Fashion,Jeans,H&M,59731.79,55,-5,1.4,Yes
PROD00374,Oxford Atlas,Books,,Oxford,65073.09,,65,2.6,No
PROD00375,ITC Honey,Grocery,Honey,ITC,4517.14,51,18,2.2,
PROD00376,,Fashion,Dress,Adidas,51656.26,15,328,3.1,Out of Stock
PROD00377,Mi Smartwatch,Electronics,Smartwatch,Mi,415.84,11,431,1.5,yes
PROD00378,OnePlus Smartwatch,Electronics,Smartwatch,OnePlus,-39000.48,60,131,2.9,Yes
PROD00379,Mi Mouse,Electronics,,Mi,59063.16,48,473,2.6,No
PROD00380,Rupa Atlas,books,Atlas,Rupa,19628.17,24,60,2.5,No
PROD00381,Realme Earbuds,Electronics,Earbuds,Realme,47018.55,54,85,1.4,No
PROD00382,Hawkins Curtain,Home & Kitchen,Curtain,Hawkins,,58,487,1.4,
PROD00383,Tupperware Bed Sheet,Home & Kitchen,Bed Sheet,Tupperware,-35031.92,58,235,2.0,Yes
PROD00384,,Grocery,Toor Dal,Haldiram,36958.77,29,178,2.4,Yes
PROD00385,Arihant Novel,BOOKS,Novel,Arihant,7237.19,60,41,1.0,no
PROD00386,Pigeon Curtain,home & kitchen,Curtain,Pigeon,43615.91,58,369,1.4,no
PROD00387,Adidas Jacket,Fashion,Jacket,Adidas,67878.11,22,120,1.8,No
PROD00388,Tupperware Pillow,Home & Kitchen,Pillow,Tupperware,74988.17,0,198,4.0,Yes
PROD00389,Prestige Curtain,Home & Kitchen,Curtain,Prestige,47762.95,53,5,3.5,Yes
PROD00390,Britannia Atta,Grocery,Atta,Britannia,68035.96,10,99999,3.9,No
PROD00391,Realme Keyboard,Electronics,Keyboard,Realme,34661.65,12,455,1.2,Yes
PROD00392,Nykaa Foundation,Beauty,Foundation,Nykaa,9999999,5,482,3.5,No
PROD00393,,Sports,Skipping Rope,Reebok,29209.88,39,159,3.3,No
PROD00394,Vector X Skipping Rope,Sports,Skipping Rope,Vector X,54195.29,39,67,1.1,Yes
PROD00395,Adidas Cycling Gloves,Sports,Cycling Gloves,Adidas,22155.46,21,132,4.7,No
PROD00396,Nykaa Sunscreen,Beauty,Sunscreen,Nykaa,42464.29,60,62,2.1,No
PROD00397,Dove Sunscreen,beauty,Sunscreen,Dove,48304.19,,346,2.1,Yes
PROD00398,Prestige Mop,Home & Kitchen,Mop,Prestige,20085.78,2,180,2.6,Yes
PROD00399,Pigeon Water Bottle,Home & Kitchen,Water Bottle,Pigeon,14893.79,53,208,2.4,no
PROD00400,Reebok Dumbbells,Sports,Dumbbells,Reebok,45770.22,54,226,4.2,Yes
PROD00401,Nivia Water Jug,Sports,Water Jug,Nivia,35880.38,58,359,4.0,Yes
PROD00402,Nestle Atta,Grocery,Atta,Nestle,0,22,345,4.9,No
PROD00403,HP Mouse,Electronics,Mouse,HP,24497.35,20,490,-1,Yes
PROD00404,Nivia Football,SPORTS,Football,Nivia,42548.05,19,238,2.8,No
PROD00405,Dabur Biscuits,Grocery,Biscuits,Dabur,15801.39,28,169,1.8,No
PROD00406,SG Badminton Racket,Sports,Badminton Racket,SG,23593.71,17,10,4.4,Yes
PROD00407,Orient Biography,Books,Biography,Orient,65746.9,150,260,2.1,Yes
PROD00408,Mi Power Bank,Electronics,Power Bank,Mi,47691.88,33,197,1.0,No
PROD00409,Pigeon Mixer Grinder,HOME & KITCHEN,Mixer Grinder,,38467.6,9,45,4.7,No
PROD00410,Dell Power Bank,Electronics,Power Bank,Dell,60422.16,15,320,4.9,No
PROD00411,Burnish Cycling Gloves,Sports,Cycling Gloves,Burnish,9933.84,35,433,3.4,0
PROD00412,Britannia Toor Dal,Grocery,Toor Dal,Britannia,56316.62,10,467,3.2,Yes
PROD00413,S.Chand Novel,BOOKS,Novel,S.Chand,38160.38,19,19,4.4,Yes
PROD00414,Prestige Water Bottle,Home & Kitchen,Water Bottle,Prestige,38883.22,27,125,4.0,No
PROD00415,,Electronics,,Dell,49645.87,6,231,1.9,yes
PROD00416,Oxford Journal,,Journal,Oxford,-53697.78,48,474,2.5,yes
PROD00417,Biba Jacket,Fashion,Jacket,,12531.56,17,414,1.4,No
PROD00418,Realme Smartphone,Electronics,,,49063.71,39,301,2.7,No
PROD00419,Garnier Shampoo,Beauty,Shampoo,Garnier,10061.78,24,469,2.5,No
PROD00420,Rupa Atlas,BOOKS,Atlas,Rupa,4765.97,38,402,2.2,0
PROD00421,ITC Atta,Grocery,Atta,ITC,51730.44,4,95,1.1,1
PROD00422,Lakmé Kajal,Beauty,Kajal,,75404.52,24,380,1.6,No
PROD00423,Penguin Journal,Books,Journal,Penguin,44560.72,60,-5,2.4,Yes
PROD00424,Orient Pillow,Home & Kitchen,Pillow,Orient,22108.19,41,70,4.5,No
PROD00425,Arihant Atlas,BOOKS,,Arihant,76577.67,45,266,0,Yes
PROD00426,Mamaearth Moisturizer,Beauty,Moisturizer,Mamaearth,30333.15,-10,331,3.2,Yes
PROD00427,ITC Honey,Grocery,Honey,ITC,62864.85,16,112,4.3,
PROD00428,Decathlon Resistance Band,Sports,Resistance Band,Decathlon,17796.91,25,460,1.8,No
PROD00429,Decathlon Cycling Gloves,Sports,Cycling Gloves,Decathlon,32330.34,33,343,4.8,Yes
PROD00430,Lakmé Serum,Beauty,Serum,Lakmé,69972.38,0,394,4.4,Yes
PROD00431,OnePlus Tablet,Electronics,Tablet,,63727.33,31,355,3.4,No
PROD00432,Britannia Saffola Oil,Grocery,Saffola Oil,,61524.58,25,36,4.1,no
PROD00433,Biba Belt,Fashion,Belt,Biba,25566.71,150,107,3.1,Available
PROD00434,Burnish Resistance Band,Sports,Resistance Band,Burnish,60678.71,24,149,4.5,No
PROD00435,,Sports,Knee Cap,Decathlon,49638.75,14,367,1.0,Yes
PROD00436,Orient Comic,Books,Comic,Orient,11000.11,-10,427,,No
PROD00437,Apple Smartphone,Electronics,Smartphone,Apple,29952.79,13,282,4.4,yes
PROD00438,Lakmé Lipstick,BEAUTY,Lipstick,Lakmé,68289.6,29,458,3.6,no
PROD00439,Philips Knife Set,Home & Kitchen,Knife Set,Philips,39472.57,45,296,1.5,No
PROD00440,WOW Moisturizer,Beauty,Moisturizer,WOW,78211.28,1,454,4.6,No
PROD00441,Fingerprint Textbook,Books,Textbook,Fingerprint,0,12,211,2.5,No
PROD00442,Dabur Salt,Grocery,Salt,Dabur,49571.51,43,12,4.6,Yes
PROD00443,WOW Serum,Beauty,Serum,WOW,16556.43,21,0,1.7,No
PROD00444,,Beauty,Lipstick,Himalaya,40103.21,32,403,1.6,Yes
PROD00445,L'Oreal Lipstick,Beauty,Lipstick,,76640.18,11,212,4.5,Yes
PROD00446,Decathlon Cricket Bat,Sports,Cricket Bat,,11291.77,23,241,0,No
PROD00447,Milton Bed Sheet,Home & Kitchen,Bed Sheet,Milton,7940.45,46,34,1.7,No
PROD00448,W Dupatta,Fashion,Dupatta,W,2496.01,50,127,4.4,Yes
PROD00449,WOW Toner,Beauty,Toner,,47440.06,15,53,2.8,Yes
PROD00450,Biba Dress,Fashion,Dress,Biba,69397.67,60,103,2.2,No
PROD00451,Nivea Serum,Beauty,Serum,Nivea,9896.91,23,15,2.1,no
PROD00452,Tata Basmati Rice,Grocery,Basmati Rice,Tata,37594.26,,9,1.7,No
PROD00453,Samsung Tablet,Electronics,Tablet,Samsung,14925.99,32,129,,1
PROD00454,Oxford Workbook,Books,Workbook,Oxford,66631.67,,253,1.3,Yes
PROD00455,Aashirvaad Saffola Oil,Grocery,,Aashirvaad,53879.18,53,315,1.2,No
PROD00456,Bajaj Curtain,Home & Kitchen,,Bajaj,-21128.91,47,478,4.1,Yes
PROD00457,Adidas Dress,Fashion,Dress,Adidas,12091.06,9,112,2.2,Yes
PROD00458,H&M Kurta,Fashion,Kurta,H&M,61200.33,56,440,2.6,Yes
PROD00459,,Beauty,Moisturizer,Himalaya,22797.1,19,194,1.3,No
PROD00460,Garnier Foundation,Beauty,Foundation,Garnier,0,58,216,2.5,
PROD00461,Arihant Self Help Book,books,Self Help Book,Arihant,57462.01,39,64,4.2,No
PROD00462,Cosco Yoga Mat,Sports,Yoga Mat,Cosco,41584.5,,241,4.5,No
PROD00463,Biotique Shampoo,Beauty,Shampoo,Biotique,9726.91,52,55,2.3,Yes
PROD00464,MDH Toor Dal,grocery,,MDH,38886.98,37,46,2.4,Yes
PROD00465,Bajaj Pressure Cooker,Home & Kitchen,,Bajaj,70644.83,50,458,3.6,Yes
PROD00466,HP Speaker,Electronics,Speaker,HP,74816.01,7,410,3.2,No
PROD00467,Reebok Football,sports,Football,Reebok,60795.28,6,343,4.3,Out of Stock
PROD00468,Rupa Comic,Books,,,,2,14,1.9,Yes
PROD00469,Burnish Dumbbells,Sports,Dumbbells,Burnish,,40,222,1.7,no
PROD00470,Orient Textbook,Books,Textbook,Orient,2034.11,16,102,3.4,No
PROD00471,Yonex Football,Sports,Football,Yonex,47664.16,56,372,4.3,Yes
PROD00472,Fingerprint Atlas,Books,Atlas,Fingerprint,4129.77,42,14,3.0,Yes
PROD00473,Amul Salt,Grocery,Salt,Amul,3918.04,25,465,1.3,Yes
PROD00474,Cosco Cycling Gloves,Sports,Cycling Gloves,Cosco,,-10,180,2.4,Yes
PROD00475,Aashirvaad Biscuits,Grocery,Biscuits,Aashirvaad,1532.8,23,367,4.1,No
PROD00476,Dove Lipstick,BEAUTY,Lipstick,Dove,-73118.41,37,448,2.4,Yes
PROD00477,Nestle Basmati Rice,Grocery,Basmati Rice,Nestle,72004.57,19,461,1.4,No
PROD00478,Nykaa Foundation,Beauty,Foundation,Nykaa,21298.61,10,145,4.4,0
PROD00479,Philips Air Fryer,Home & Kitchen,Air Fryer,Philips,18264.09,,341,2.7,Yes
PROD00480,Philips Pillow,home & kitchen,Pillow,Philips,15757.6,55,179,3.8,Out of Stock
PROD00481,Samsung Keyboard,Electronics,Keyboard,Samsung,74083.56,17,469,1.3,Yes
PROD00482,Burnish Dumbbells,Sports,Dumbbells,Burnish,46582.34,41,70,2.6,0
PROD00483,Aashirvaad Green Tea,Grocery,Green Tea,Aashirvaad,26111.25,35,75,2.5,Yes
PROD00484,Orient Journal,Books,Journal,,27852.93,-10,467,2.0,Yes
PROD00485,HP Keyboard,Electronics,Keyboard,HP,30005.44,23,348,3.7,No
PROD00486,Prestige Knife Set,Home & Kitchen,Knife Set,Prestige,75800.38,21,309,2.1,No
PROD00487,Arihant Comic,Books,Comic,Arihant,78537.9,43,287,3.5,Out of Stock
PROD00488,Adidas Leggings,Fashion,Leggings,Adidas,,38,142,2.4,No
PROD00489,Burnish Yoga Mat,Sports,Yoga Mat,Burnish,35626.68,24,277,2.3,No
PROD00490,Puma Shoes,Fashion,Shoes,Puma,,22,108,6.5,1
PROD00491,S.Chand Atlas,Books,Atlas,,67966.88,54,484,1.1,1
PROD00492,W Leggings,Fashion,Leggings,W,50515.28,51,384,2.6,No
PROD00493,HarperCollins Dictionary,Books,Dictionary,HarperCollins,35139.29,46,487,5.0,Yes
PROD00494,Reebok Cycling Gloves,Sports,Cycling Gloves,Reebok,30602.4,5,316,3.5,Yes
PROD00495,Mamaearth Shampoo,Beauty,Shampoo,Mamaearth,52397.13,47,410,1.1,No
PROD00496,Mi Earbuds,Electronics,Earbuds,Mi,28824.57,25,282,1.5,Yes
PROD00497,Nivia Cricket Bat,Sports,Cricket Bat,Nivia,58356.89,17,328,1.2,No
PROD00498,Arihant Journal,BOOKS,Journal,Arihant,38923.86,3,487,2.2,Yes
PROD00499,Mamaearth Sunscreen,Beauty,Sunscreen,Mamaearth,20096.11,8,278,,Yes
PROD00500,,Grocery,Salt,ITC,8216.52,35,141,1.2,Yes
PROD00501,Milton Pressure Cooker,Home & Kitchen,Pressure Cooker,Milton,0,28,80,0,Yes
PROD00502,Penguin Atlas,Books,Atlas,Penguin,61880.59,-10,176,4.7,No
PROD00503,,Electronics,Earbuds,Dell,4174.61,60,451,2.9,No
PROD00504,Mi Mouse,Electronics,Mouse,Mi,-60115.51,57,420,1.4,Yes
PROD00505,Orient Workbook,Books,Workbook,Orient,20993.85,44,147,3.9,1
PROD00506,Lakmé Toner,Beauty,Toner,Lakmé,72355.9,42,480,3.5,yes
PROD00507,Adidas Dupatta,Fashion,Dupatta,Adidas,-53173.31,18,480,4.3,Yes
PROD00508,Reebok Cricket Bat,Sports,Cricket Bat,Reebok,14608.21,55,380,3.0,No
PROD00509,Manyavar Dupatta,Fashion,Dupatta,Manyavar,6377.13,,43,3.0,Available
PROD00510,Penguin Textbook,Books,Textbook,Penguin,25711.67,58,56,3.7,Out of Stock
PROD00511,,Beauty,Face Wash,Biotique,30701.14,57,476,1.5,Yes
PROD00512,Mamaearth Lipstick,BEAUTY,Lipstick,Mamaearth,21737.31,41,284,2.3,No
PROD00513,Tata Green Tea,Grocery,Green Tea,Tata,74947.3,,347,4.7,Yes
PROD00514,Penguin Workbook,Books,Workbook,Penguin,9999999,20,33,4.6,No
PROD00515,Orient Textbook,Books,Textbook,Orient,57722.54,9,254,3.7,Yes
PROD00516,Nykaa Serum,Beauty,Serum,Nykaa,58650.23,150,224,3.9,Available
PROD00517,Nestle Green Tea,Grocery,Green Tea,Nestle,76789.87,56,317,5.0,Yes
PROD00518,Nike Leggings,Fashion,Leggings,Nike,12180.26,45,27,2.2,No
PROD00519,S.Chand Novel,Books,Novel,S.Chand,56328.77,3,400,1.8,No
PROD00520,Vector X Cricket Bat,Sports,Cricket Bat,Vector X,30382.67,28,435,1.4,Yes
PROD00521,SG Resistance Band,Sports,Resistance Band,SG,14609.31,36,446,3.9,No
PROD00522,S.Chand Journal,BOOKS,Journal,S.Chand,57190.14,54,445,3.1,No
PROD00523,Nestle Green Tea,Grocery,,Nestle,-59266.97,6,279,4.4,No
PROD00524,Reebok Water Jug,Sports,Water Jug,Reebok,44121.03,49,484,0,Yes
PROD00525,W Saree,Fashion,Saree,W,79090.48,60,293,1.5,Yes
PROD00526,boAt Mouse,ELECTRONICS,Mouse,boAt,9999999,0,32,1.1,No
PROD00527,OnePlus Power Bank,electronics,Power Bank,OnePlus,74384.35,19,316,1.4,0
PROD00528,Decathlon Football,Sports,Football,Decathlon,0,150,500,2.0,No
PROD00529,Manyavar Belt,Fashion,Belt,Manyavar,26820.61,150,270,1.2,No
PROD00530,OnePlus Tablet,Electronics,Tablet,OnePlus,39296.4,21,484,3.1,No
PROD00531,Biotique Face Wash,beauty,Face Wash,Biotique,35714.88,46,413,4.8,Yes
PROD00532,Haldiram Honey,Grocery,Honey,Haldiram,47944.74,59,29,4.7,No
PROD00533,Oxford Cookbook,Books,,Oxford,12276.28,10,386,3.0,Yes
PROD00534,Puma Leggings,Fashion,Leggings,Puma,21768.78,16,88,3.9,No
PROD00535,Nivea Shampoo,beauty,Shampoo,Nivea,26546.56,1,149,4.5,Available
PROD00536,L'Oreal Sunscreen,Beauty,Sunscreen,L'Oreal,425.31,23,167,2.3,No
PROD00537,Nykaa Toner,Beauty,Toner,Nykaa,44469.38,-10,20,1.2,No
PROD00538,WOW Serum,Beauty,,WOW,72628.04,,354,6.5,No
PROD00539,Realme Mouse,Electronics,Mouse,Realme,67381.05,41,99999,1.4,Yes
PROD00540,Adidas Belt,Fashion,Belt,Adidas,27893.53,20,70,5.0,Yes
PROD00541,Lenovo Charger,Electronics,Charger,Lenovo,9915.59,49,355,4.6,Yes
PROD00542,Lakmé Kajal,Beauty,Kajal,,64038.53,5,159,1.1,Yes
PROD00543,Cello Tiffin Box,Home & Kitchen,Tiffin Box,Cello,13398.44,33,222,4.1,Yes
PROD00544,Dell Power Bank,Electronics,Power Bank,Dell,246.35,38,248,4.7,Yes
PROD00545,Garnier Moisturizer,Beauty,Moisturizer,Garnier,77638.94,9,431,1.3,1
PROD00546,Pigeon Mixer Grinder,Home & Kitchen,Mixer Grinder,Pigeon,36122.31,30,136,3.0,Yes
PROD00547,Nykaa Sunscreen,BEAUTY,Sunscreen,Nykaa,25260.47,60,30,2.0,Yes
PROD00548,JBL Speaker,Electronics,Speaker,JBL,40715.61,42,29,3.7,no
PROD00549,Lenovo Charger,Electronics,Charger,Lenovo,70.72,52,280,3.2,No
PROD00550,S.Chand Cookbook,Books,Cookbook,S.Chand,41758.24,,440,3.2,yes
PROD00551,Yonex Knee Cap,Sports,,Yonex,28759.32,13,85,4.8,No
PROD00552,Burnish Cricket Bat,Sports,Cricket Bat,Burnish,51868.59,52,288,2.2,Yes
PROD00553,,BEAUTY,Lipstick,,-77403.15,10,492,4.8,Available
PROD00554,Adidas Badminton Racket,Sports,Badminton Racket,Adidas,71184.94,19,81,2.5,0
PROD00555,Arihant Self Help Book,Books,Self Help Book,Arihant,20737.62,35,409,5.0,Yes
PROD00556,Dell Speaker,Electronics,Speaker,Dell,18034.53,60,287,1.4,Yes
PROD00557,MRF Knee Cap,SPORTS,Knee Cap,MRF,20001.53,34,380,1.8,No
PROD00558,HP Keyboard,Electronics,Keyboard,HP,17795.38,59,192,3.1,No
PROD00559,MRF Water Jug,Sports,Water Jug,MRF,29739.58,41,426,4.9,Yes
PROD00560,,Electronics,Speaker,Realme,42857.44,-10,332,,no
PROD00561,Adidas Dumbbells,Sports,Dumbbells,Adidas,19304.24,6,151,4.8,Yes
PROD00562,Disha Self Help Book,Books,Self Help Book,Disha,59817.21,25,241,4.9,Available
PROD00563,,Fashion,Leggings,Nike,9999999,54,246,1.8,Yes
PROD00564,Nestle Salt,Grocery,Salt,Nestle,1636.95,46,400,1.4,Yes
PROD00565,Arihant Textbook,Books,Textbook,Arihant,5856.79,36,487,2.0,Yes
PROD00566,Westland Textbook,BOOKS,Textbook,,9999999,37,457,2.3,No
PROD00567,Biotique Kajal,Beauty,Kajal,Biotique,14704.2,5,430,3.0,No
PROD00568,Lakmé Kajal,,Kajal,Lakmé,27138.72,6,97,2.0,No
PROD00569,Bajaj Mop,Home & Kitchen,Mop,Bajaj,42838.83,49,239,2.0,Out of Stock
PROD00570,Aashirvaad Green Tea,Grocery,Green Tea,Aashirvaad,11084.46,30,218,1.3,1
PROD00571,S.Chand Atlas,BOOKS,Atlas,S.Chand,36973.73,39,290,4.8,Yes
PROD00572,Disha Comic,Books,Comic,Disha,28946.39,4,148,3.1,Out of Stock
PROD00573,Nivia Cricket Bat,SPORTS,,Nivia,36150.77,33,468,1.2,No
PROD00574,Lenovo Speaker,Electronics,Speaker,Lenovo,3040.91,28,255,0,Yes
PROD00575,Amul Biscuits,Grocery,,Amul,59919.75,42,134,5.0,Yes
PROD00576,FabIndia Saree,Fashion,Saree,FabIndia,79662.42,36,116,4.9,No
PROD00577,JBL Mouse,Electronics,Mouse,JBL,70011.49,39,76,3.1,No
PROD00578,Realme Power Bank,Electronics,Power Bank,Realme,71965.48,29,354,1.8,No
PROD00579,HarperCollins Comic,Books,Comic,HarperCollins,45340.62,9,426,1.1,Yes
PROD00580,Reebok Resistance Band,Sports,Resistance Band,Reebok,13747.47,43,403,1.2,No
PROD00581,,Sports,Water Jug,,365.67,53,144,1.9,Yes
PROD00582,Realme Mouse,Electronics,Mouse,Realme,27169.84,57,82,3.7,Yes
PROD00583,FabIndia Kurta,FASHION,Kurta,FabIndia,15244.88,30,494,4.0,no
PROD00584,Burnish Knee Cap,Sports,,Burnish,42462.2,41,139,4.0,no
PROD00585,Lenovo Charger,Electronics,Charger,Lenovo,77453.58,3,307,3.6,Yes
PROD00586,Adidas Shoes,Fashion,,Adidas,26246.34,,432,3.8,No
PROD00587,,FASHION,Jeans,,49998.24,40,294,3.1,Out of Stock
PROD00588,Cello Pressure Cooker,Home & Kitchen,Pressure Cooker,Cello,0,8,149,3.5,Yes
PROD00589,Vector X Yoga Mat,Sports,Yoga Mat,Vector X,72245.95,16,63,3.3,No
PROD00590,Milton Air Fryer,Home & Kitchen,Air Fryer,Milton,-31520.69,54,231,2.7,Yes
PROD00591,HarperCollins Journal,Books,Journal,HarperCollins,27260.27,22,229,3.0,1
PROD00592,ITC Green Tea,Grocery,Green Tea,ITC,2398.74,12,329,6.5,Yes
PROD00593,FabIndia Dupatta,Fashion,Dupatta,FabIndia,33177.88,34,65,3.0,Yes
PROD00594,S.Chand Novel,Books,Novel,S.Chand,10746.45,32,148,3.5,Yes
PROD00595,Patanjali Toor Dal,Grocery,,Patanjali,988.25,44,442,1.7,No
PROD00596,Fingerprint Journal,BOOKS,Journal,Fingerprint,36021.52,36,344,-1,Yes
PROD00597,Puma Leggings,FASHION,Leggings,Puma,65558.13,23,88,2.7,Out of Stock
PROD00598,Britannia Salt,Grocery,Salt,Britannia,25469.71,23,480,0,No
PROD00599,Biba Leggings,FASHION,Leggings,Biba,51635.14,150,-5,0,No
PROD00600,S.Chand Textbook,Books,Textbook,,-68799.89,35,412,3.8,Yes
PROD00601,Orient Dictionary,Books,Dictionary,,888.55,6,108,1.3,No
PROD00602,Vector X Football,Sports,Football,Vector X,42477.1,55,351,3.6,No
PROD00603,Realme Smartwatch,Electronics,Smartwatch,Realme,55439.84,26,307,1.6,Yes
