order_id,customer_id,order_date,delivery_date,status,payment_method,total_amount,shipping_charges,discount_applied,city,promo_code
ORD0004037,CUST003800,28-08-2024,2024-09-04,Shipped,Credit Card,61597.15,214.03,17263.36,Surat,
ORD0004038,CUST006139,2024-10-18,,Shipped,UPI ,120824.7,145.21,8178.71,Pune,
ORD0004039,CUST004638,2023-11-20,2023-11-27,,Credit Card,39902.37,214.83,12641.66,Pune,
ORD0004040,CUST001975,2023-10-07,,Returned,Wallet,38357.56,86.2,5915.4,Bangalore,
ORD0004041,CUST007388,2023-10-07,2023-10-08,Delivered,Card,86697.1,363.6,31197.06,Delhi,
ORD0004042,CUST008718,2025-02-07,2025-02-09,DELIVERED,online,148530.25,97.85,38247.23,Patna,
ORD0004043,CUST005515,15-04-2026,30/04/2026,cancelled,COD,129235.93,133.87,45654.77,Surat,SALE62
ORD0004044,CUST006853,2024-10-07,2024-10-21,Cancelled,UPI ,99295.93,9999,36159.24,Jaipur,
ORD0004045,CUST000319,2025-02-20,2025-02-25,CANCELLED,Wallet,121739.82,9999,13584.38,Patna,
ORD0004046,CUST007488,2024-01-14,2024-01-23,In Transit,COD,77223.38,15.33,2519.15,Bhopal,
ORD0004047,CUST002151,2025-05-11,2025-05-17,CANCELLED,online,115730.66,468.86,43150.16,INDORE,
ORD0004048,CUST99280,,2025-08-31,returned,COD,86645.6,0.09,13766.49,Kolkata,
ORD0004049,CUST005286,2024-11-02,,Delivered,EMI,72068.53,209.44,21027.81,Jaipur,
ORD0004050,CUST009676,2023-10-12,2023-10-27,Returned,Net Banking,87405.25,259.72,33785.53,SURAT,SALE38
ORD0004051,CUST005875,2024-09-30,2024-10-10,Returned,Wallet,49982.92,382.24,19473.79,Pune,
ORD0004052,CUST008925,2024-12-03,2024-12-18,SHIPPED,credit card,106301.17,255.27,20633.35,Nagpur,SALE93
ORD0004053,CUST008331,,2026-05-08,Returned,Cod,58863.67,364.64,16413.69,Ahmedabad,
ORD0004054,CUST006508,21-09-2023,2023-10-06,delivered,COD,27584.93,456.33,4141.34, Nagpur,
ORD0004055,CUST003428,05-07-2023,,Processing,Credit Card,5291.52,-50,1025.78,Bangalore,SALE64
ORD0004056,CUST007102,2023-09-19,2023-09-21,,Card,109067.82,88.78,27932.63,LUCKNOW,SALE08
ORD0004057,CUST006658,2024-02-08,2024-02-10,Shipped,N/A,43222.44,192.94,12936.13,Ahmedabad,
ORD0004058,CUST005859,2024-03-23,,cancelled,EMI,109250.21,33.32,30228.54,Surat,
ORD0004059,CUST006545,09/12/2023,18/12/2023,SHIPPED,Net Banking,20184.49,41.04,738.61,Chennai,
ORD0004060,CUST009063,2024-03-12,2024-03-19,Cancelled,UPI ,141220.98,456.13,50739.61,Bhopal,SALE99
ORD0004061,CUST009168,18/12/2025,2025-12-31,Processing,Wallet,13507.35,171.98,1625.22,bhopal,
ORD0004062,CUST99710,2025-02-12,2025-02-27,Processing,Debit Card,20938.63,383.98,7079.75,Patna,
ORD0004063,CUST008890,2024-09-29,2024-10-05,Shipped,UPI ,36843.79,193.35,11175.74,MUMBAI,
ORD0004064,CUST001049,2025-02-09,2025-02-23,Shipped,Wallet,26111.6,167.47,4571.78,Lucknow,
ORD0004065,CUST001506,2024-06-03,2024-06-18,Cancelled,credit card,50470.89,183.67,9987.79,Indore,SALE62
ORD0004066,CUST004727,2025-03-19,2025-03-22,cancelled,online,30965.47,97.34,1825.14,Nagpur,
ORD0004067,CUST004140,16-04-2026,2026-04-23,returned,Debit Card,62363.94,204.74,,Nagpur,
ORD0004068,CUST005276,07-02-2024,,DELIVERED,Debit Card,-102437.25,107.86,19838.17,Surat,
ORD0004069,CUST005967,2024-05-10,,canceled,Net Banking,8776.31,259.64,1858.22,Kolkata,SALE17
ORD0004070,CUST004603,2024-08-24,2024-08-28,NA,credit card,65389.85,415.38,24711.88,Indore ,
ORD0004071,CUST005839,2023-12-22,2024-01-06,Cancelled,N/A,100091.32,77.78,5305.63,pune,
ORD0004072,CUST009114,2025-01-17,2025-01-25,Returned,N/A,134086.09,355.64,33135.58,BHOPAL,
ORD0004073,CUST000664,2023-10-08,2023-10-11,NA,Debit Card,25865.22,11.17,1012.31,Jaipur,
ORD0004074,CUST006112,2024-09-24,2024-09-26,DELIVERED,Wallet,105561.91,150.22,24515.66,Bhopal,
ORD0004075,CUST004365,,2025-02-22,canceled,Debit Card,136421.83,312.44,41134.58,Indore,SALE90
ORD0004076,CUST002719,21-12-2025,2026-01-03,returned,N/A,16000.51,62.35,2696.2,Bangalore,
ORD0004077,CUST002738,2024-12-08,2024-12-17,NA,Net Banking,36350.44,27.87,5717.3,,
ORD0004078,CUST99117,2026-02-01,2026-02-07,delivered,Cash on Delivery,33989.53,490.9,7955.78,JAIPUR,SALE18
ORD0004079,CUST007193,2024-11-01,2024-11-08,DELIVERED,credit card,44483.79,85.41,,Hyderabad,
ORD0004080,CUST008205,24-04-2026,,NA,credit card,82168.87,438.2,31256.85,Pune,
ORD0004081,CUST006581,26/02/2024,2024-03-11,Pending,Debit Card,102860.25,431.2,39727.79,Surat,
ORD0004082,CUST001003,2025-12-01,10-12-2025,CANCELLED,Cod,83208.63,273.69,714.99,mumbai,
ORD0004083,CUST002884,2026-06-03,2026-06-09,DELIVERED,Card,67804.02,344.51,2624.45,Delhi,
ORD0004084,CUST003274,,15-05-2026,CANCELLED,COD,45675.49,377.36,15058.87,HYDERABAD,SALE08
ORD0004085,CUST007428,2023-10-09,2023-10-24,shipped,UPI ,141208.47,314.55,51445.83,Patna ,
ORD0004086,CUST99101,2024-04-02,2024-04-17,Returned,COD,148799.22,145.72,,Pune,
ORD0004087,CUST000146,2025-03-05,2025-03-18,Processing,online,9999999,186.07,30464.9,,
ORD0004088,CUST009043,2023-11-01,2023-11-13,delivered,upi,,175.01,50838.85,Patna,
ORD0004089,CUST003824,26-03-2024,2024-04-05,Pending,,112729.51,184.5,15266.84,mumbai,
ORD0004090,CUST006570,2024-08-19,2024-09-02,canceled,Wallet,88901.82,362.42,28300.04,Patna,
ORD0004091,CUST004990,2026-05-12,2026-05-23,In Transit,UPI ,39167.61,143.44,,Mumbai,SALE86
ORD0004092,CUST005295,2025-04-20,2025-04-24,shipped,online,45963.17,9999,,Jaipur,SALE03
ORD0004093,CUST009039,2023-08-08,23/08/2023,canceled,Wallet,125257.93,99.3,,Jaipur,
ORD0004094,CUST002522,,,,upi,66515.11,,9067.72,Mumbai,
ORD0004095,CUST004293,2023-11-06,2023-11-10,Returned,UPI,19547.05,392.51,3137.88,Jaipur,SALE19
ORD0004096,CUST008022,2024-07-03,18-07-2024,Shipped,N/A,106338.7,453.58,8818.84,Hyderabad,
ORD0004097,CUST000764,2024-04-04,,In Transit,N/A,94570.68,,29979.17,Hyderabad,SALE14
ORD0004098,CUST009571,,30/03/2026,Returned,EMI,10568.47,152.26,1972.07,Pune,
ORD0004099,CUST000039,2025-02-26,2025-03-06,delivered,Cod,-120092.45,25.73,43116.92,SURAT,
ORD0004100,CUST000312,22/05/2024,25-05-2024,Returned,N/A,71090.78,158.54,,Bhopal,
ORD0004101,CUST008625,2025-05-28,,DELIVERED,Credit Card,74326.56,194.72,42.61,Ahmedabad,SALE73
ORD0004102,CUST006252,,2024-12-09,shipped,UPI ,71789.32,23.08,,Bhopal,SALE97
ORD0004103,CUST004130,2025-02-12,24-02-2025,delivered,Wallet,106444.32,195.06,22916.12,Chennai,
ORD0004104,CUST002161,06/01/2024,2024-01-17,cancelled,UPI ,9999999,284.54,13296.42,Patna,
ORD0004105,CUST000776,2024-11-15,2024-11-24,canceled,UPI,95637.67,82.21,29134.9,bangalore,
ORD0004106,CUST004573,2023-06-21,2023-07-01,Processing,UPI ,42693.12,147.82,8065.61,Bhopal,
ORD0004107,CUST002148,2025-03-13,2025-03-15,delivered,upi,149469.74,470.41,23941.66,Hyderabad,
ORD0004108,CUST007665,,2025-03-31,In Transit,online,119546.01,150.13,5734.47,Mumbai,
ORD0004109,CUST005147,2024-10-30,13/11/2024,NA,,104086.3,246.01,33301.76,Ahmedabad,
ORD0004110,CUST000459,2025-10-03,2025-10-07,NA,Debit Card,32847.84,376.08,112.0,Ahmedabad,
ORD0004111,CUST008915,2023-07-24,,returned,Credit Card,5242.15,,2043.5,Indore,SALE86
ORD0004112,CUST002424,2023-06-21,2023-06-25,Delivered,Card,113699.67,319.36,29654.22,Pune,
ORD0004113,CUST009618,2023-06-20,2023-06-21,delivered,Debit Card,114358.29,319.88,9257.73,Nagpur,SALE11
ORD0004114,CUST002318,2025-03-10,,Delivered,Wallet,24753.54,407.35,,Chennai ,SALE59
ORD0004115,CUST000884,2026/20/02,2026-03-07,returned,,137316.14,315.88,32748.92,Hyderabad,
ORD0004116,CUST000097,2024-01-16,2024-01-30,CANCELLED,credit card,109267.59,8.54,22454.04,DELHI,SALE63
ORD0004117,CUST000537,2025-12-25,2026-01-05,Pending,COD,39766.79,260.08,2924.86,Indore,
ORD0004118,CUST009950,2023-12-04,2023-12-10,delivered,UPI ,66751.02,441.7,8801.41,Lucknow,
ORD0004119,CUST008133,2024-01-13,2024-01-18,Cancelled,UPI ,136614.43,405.3,32426.59,MUMBAI,SALE82
ORD0004120,CUST009268,2025-11-16,,Pending,Net Banking,132372.81,250.0,44278.66,MUMBAI,SALE87
ORD0004121,CUST002655,2024-08-22,2024-08-31,returned,Cash on Delivery,10154.49,431.98,1265.85,Patna,SALE28
ORD0004122,CUST003620,06/10/2024,2024-10-13,returned,COD,35220.88,53.78,13493.59,Delhi,
ORD0004123,CUST001005,2024-11-05,07-11-2024,In Transit,Credit Card,128628.93,495.55,32633.22,,
ORD0004124,CUST000381,21/01/2024,2024-01-22,Cancelled,Debit Card,1097.99,132.64,397.26,chennai,
ORD0004125,CUST008514,,2026-05-23,NA,N/A,126692.33,304.01,,Bangalore,
ORD0004126,CUST009809,2025-11-05,2025-11-09,NA,upi,8136.44,449.47,1174.62,Chennai,
ORD0004127,CUST004300,2023-12-01,10/12/2023,delivered,credit card,0,453.92,784.24,nagpur,
ORD0004128,CUST006129,2025-07-15,2025-07-29,shipped,UPI ,5237.37,111.95,1690.18,Chennai,
ORD0004129,CUST005838,,14-04-2024,delivered,online,56750.38,70.36,19797.28,Bangalore,SALE53
ORD0004130,CUST009256,11-12-2024,2024/14/12,Returned,online,147633.41,422.74,50254.89,patna,SALE35
ORD0004131,CUST009859,11-12-2025,2025-12-24,cancelled,Credit Card,21543.33,65.82,,jaipur,
ORD0004132,CUST008259,2025-12-13,,Processing,online,39331.45,383.13,12593.17,Pune,
ORD0004133,CUST003316,2024-01-13,2024-01-21,Processing,upi,41857.02,33.81,10117.38,Chennai,
ORD0004134,CUST009592,2023-08-13,17-08-2023,cancelled,upi,9999999,171.69,27600.55,Kolkata,SALE75
ORD0004135,CUST003328,,2024-08-22,NA,EMI,20685.11,94.88,5192.31,Ahmedabad,
ORD0004136,CUST008071,30-10-2024,2024-11-05,CANCELLED,Wallet,33492.78,-50,12270.09,Ahmedabad,SALE33
ORD0004137,CUST002443,2025-03-29,2025-03-31,DELIVERED,UPI,144872.71,436.36,,Jaipur,
ORD0004138,CUST002230,28-02-2024,,SHIPPED,credit card,7756.32,31.63,1143.7,Lucknow,
ORD0004139,CUST004820,14/05/2024,2024-05-16,returned,Cod,39833.36,283.1,5775.62,Delhi,SALE99
ORD0004140,CUST005528,2024-04-11,2024-04-17,Processing,EMI,136861.51,256.06,44611.38,Nagpur,SALE73
ORD0004141,CUST001831,2024-10-04,2024-10-13,shipped,Wallet,55070.16,68.91,7688.3,AHMEDABAD,
ORD0004142,CUST002589,2026-03-28,01/04/2026,,,147199.76,134.51,56895.15,Ahmedabad,
ORD0004143,CUST001925,2025-10-11,2025-10-20,Shipped,Cash on Delivery,128162.87,477.5,30087.14,Bangalore,
ORD0004144,CUST008077,,2023-11-15,,Debit Card,77588.22,399.01,25849.1,Pune,
ORD0004145,CUST99326,2023-06-14,2023-06-15,delivered,credit card,82116.81,434.52,25118.39,Patna,
ORD0004146,CUST003567,2024-03-20,2024-03-26,delivered,credit card,137017.82,135.38,16825.08,Kolkata,SALE52
ORD0004147,CUST005452,2026-05-23,2026-05-29,canceled,upi,5428.1,134.43,,Ahmedabad,
ORD0004148,CUST008151,2024-12-23,2024-12-29,Returned,EMI,28596.64,201.94,1371.46,Patna,
ORD0004149,CUST007767,2025-04-02,2025-04-10,Cancelled,Credit Card,18974.84,394.93,79.34,Bangalore,
ORD0004150,CUST009191,2023-07-05,2023-07-12,Processing,Wallet,93576.94,102.62,17384.3,Hyderabad,
ORD0004151,CUST000160,2024-01-13,,CANCELLED,UPI ,-119382.06,401.04,32152.98,Pune,
ORD0004152,CUST007214,2023-09-30,2023-10-12,DELIVERED,UPI,44551.65,478.91,15197.01,Nagpur,
ORD0004153,CUST000793,2024-05-31,2024-06-08,delivered,online,130561.89,208.7,30982.74,Indore,
ORD0004154,CUST002307,,2026-03-01,DELIVERED,,48637.79,497.62,16003.35,Surat,SALE81
ORD0004155,CUST001786,18/07/2023,2023-07-25,Shipped,COD,20323.11,157.5,171.65,Kolkata,
ORD0004156,CUST007870,2025-08-03,2025-08-06,Shipped,Debit Card,94817.68,105.37,21445.7,Pune,SALE40
ORD0004157,CUST005100,2025-12-19,2025-12-20,Processing,Cod,29523.54,-50,7194.4,Surat,
ORD0004158,CUST005166,2023-11-13,,shipped,UPI,77730.92,227.5,12000.8,Bangalore,
ORD0004159,CUST003191,2026-04-12,24-04-2026,,Card,101668.02,341.3,,Mumbai,SALE63
ORD0004160,CUST002991,13-10-2024,,delivered,UPI,76903.26,314.7,1913.98,Kolkata,
ORD0004161,CUST008067,2024-03-10,2024-03-22,Pending,Net Banking,73706.84,34.67,8714.08,HYDERABAD,
ORD0004162,CUST001600,2023-08-01,2023-08-11,delivered,credit card,30158.26,126.83,3127.69,Bhopal ,
ORD0004163,CUST007329,2025-02-28,2025-03-06,,EMI,147055.82,393.64,6927.64,Surat,SALE02
ORD0004164,CUST003145,2026-04-06,,CANCELLED,Credit Card,78432.15,344.06,28199.93,Pune,SALE67
ORD0004165,CUST000824,2025-06-21,2025-06-24,SHIPPED,EMI,0,212.47,31455.71,Hyderabad,
ORD0004166,CUST005891,2024-01-16,2024-01-29,returned,Debit Card,11691.37,455.92,3914.54,Kolkata,
ORD0004167,CUST006649,22/02/2026,2026/25/02,cancelled,Wallet,129822.56,459.81,43240.15,lucknow,
ORD0004168,CUST002649,2025-11-02,,canceled,credit card,112602.5,92.52,,Nagpur,SALE22
ORD0004169,CUST004433,24-07-2024,2024-07-28,DELIVERED,Card,51082.05,249.87,2388.52,Chennai,
ORD0004170,CUST001722,,2025-07-04,In Transit,EMI,40268.78,38.15,12054.23,Mumbai,
ORD0004171,CUST002979,2025-08-26,09-09-2025,DELIVERED,upi,86753.99,128.0,,Surat ,SALE73
ORD0004172,CUST003172,2024-02-18,2024-02-22,Shipped,credit card,77815.1,372.44,20541.03,Chennai,
ORD0004173,CUST004230,2026-04-12,2026-04-21,Processing,EMI,13698.23,169.95,2533.02,Hyderabad,
ORD0004174,CUST007857,06/07/2024,18-07-2024,Pending,Credit Card,99925.44,203.52,,Delhi,
ORD0004175,CUST004911,2024-07-29,2024-08-10,Processing,Credit Card,85533.42,482.13,26002.88,Bhopal,SALE18
ORD0004176,CUST006344,2023-08-15,2023-08-22,Cancelled,Cod,117656.85,225.37,3742.46,Bangalore,
ORD0004177,CUST008474,2023-07-10,2023-07-13,CANCELLED,Cash on Delivery,39605.66,12.18,9438.0,Indore,
ORD0004178,CUST002973,2024-11-22,2024-12-03,cancelled,UPI ,112515.99,196.08,33612.6,Kolkata,
ORD0004179,CUST004170,15/01/2024,2024-01-26,cancelled,Net Banking,17066.88,379.7,6600.49,kolkata,
ORD0004180,CUST009332,2024/17/12,2024-12-23,cancelled,,55080.92,470.09,20125.07,Bangalore,
ORD0004181,CUST000763,,18-01-2024,returned,,108759.33,117.37,36003.65,Indore,SALE45
ORD0004182,CUST99147,2024-01-17,,,credit card,108942.35,328.44,,Delhi,
ORD0004183,CUST006571,2024-10-24,,shipped,UPI ,0,419.72,4078.88,Delhi,
ORD0004184,CUST004319,28-03-2024,,returned,online,129783.71,440.63,26667.06,BHOPAL,
ORD0004185,CUST007791,2024-02-15,,CANCELLED,credit card,52205.4,205.69,12752.6,delhi,
ORD0004186,CUST004850,27/07/2024,2024-08-10,Returned,Cash on Delivery,92521.15,249.42,33680.07,MUMBAI,SALE01
ORD0004187,CUST99358,2024-04-13,2024-04-14,Processing,Net Banking,46016.92,9999,8721.24,Surat,
ORD0004188,CUST006777,2024-12-19,2024-12-26,Pending,UPI ,132427.11,-50,11252.09,Nagpur,
ORD0004189,CUST006830,2026-04-15,20-04-2026,cancelled,Wallet,0,227.49,17793.93,Pune,SALE31
ORD0004190,CUST003039,2026-01-13,2026-01-22,Shipped,upi,56171.48,239.56,15180.43,Bangalore,
ORD0004191,CUST006270,24-08-2024,2024-08-31,SHIPPED,Card,115882.07,283.25,13438.64,Ahmedabad,
ORD0004192,CUST006284,2025-02-27,2025-03-13,DELIVERED,EMI,0,-50,34417.47,Delhi,
ORD0004193,CUST002646,2025-02-03,2025-02-17,shipped,credit card,-135145.73,153.89,11836.6,Chennai,
ORD0004194,CUST007516,2024/13/07,2024/14/07,Returned,Wallet,21570.13,436.09,880.51,kolkata,
ORD0004195,CUST003831,2025-03-27,,Shipped,EMI,44916.67,146.13,3809.89,chennai,
ORD0004196,CUST004435,2023-08-29,2023-09-09,Returned,Net Banking,55937.38,203.84,,Patna,SALE37
ORD0004197,CUST009165,2023-11-03,,Cancelled,UPI ,12027.42,174.23,3083.31,,SALE40
ORD0004198,CUST009783,01/02/2024,2024-02-16,shipped,Wallet,47227.04,82.22,7018.44,Nagpur,
ORD0004199,CUST002664,2023-11-24,,Returned,UPI ,126861.51,,21631.73,Jaipur,
ORD0004200,CUST008444,2023-12-22,2024-01-03,Cancelled,Wallet,109899.31,329.47,19140.37,Indore,
ORD0004201,CUST004332,2026-04-01,08/04/2026,canceled,Debit Card,88043.62,465.89,29926.64,Patna,
ORD0004202,CUST99682,2024-03-06,2024-03-07,DELIVERED,Card,17220.78,340.8,2824.23,JAIPUR,
ORD0004203,CUST003958,2024-09-12,2024/14/09,Returned,Debit Card,30369.81,18.79,10438.98,Chennai,SALE71
ORD0004204,CUST005580,2026-05-14,2026-05-24,Pending,Debit Card,0,9999,8485.32,NAGPUR,
ORD0004205,CUST002951,2023-07-22,2023-08-06,delivered,UPI,60061.81,239.81,17325.14, Jaipur,SALE23
ORD0004206,CUST99276,2024-09-02,09/09/2024,delivered,upi,129565.92,154.41,7153.83,Delhi,SALE82
ORD0004207,CUST005591,20/04/2024,2024-04-24,cancelled,N/A,117331.37,353.16,45692.24,Nagpur,SALE83
ORD0004208,CUST007081,2025-01-16,2025-01-31,Cancelled,online,75039.88,155.2,21896.42,BHOPAL,
ORD0004209,CUST005551,2025-03-04,2025-03-06,CANCELLED,COD,128365.93,241.19,10470.33,Patna,
ORD0004210,CUST99092,2024/11/12,17/12/2024,In Transit,Cod,56288.95,387.12,11835.6,LUCKNOW,
ORD0004211,CUST009278,2025-07-02,2025-07-11,In Transit,Wallet,128994.7,478.52,39567.31,Hyderabad,
ORD0004212,CUST004706,2025-06-03,13/06/2025,In Transit,UPI,135006.35,165.36,209.55,Hyderabad,
ORD0004213,CUST009468,2026-05-25,2026-06-05,delivered,,80682.08,7.58,15998.75,mumbai,
ORD0004214,CUST006472,2025-01-01,2025-01-14,cancelled,credit card,17625.5,308.55,1721.57,Patna,
ORD0004215,CUST007411,,2023-09-13,shipped,UPI,73512.64,151.49,28969.31,Jaipur,SALE75
ORD0004216,CUST008259,2025-11-27,,shipped,Net Banking,16028.56,199.36,1678.41,Ahmedabad,
ORD0004217,CUST006144,2023-11-05,2023-11-17,In Transit,UPI ,133313.06,0.1,17091.98, Bangalore,
ORD0004218,CUST006818,2025-09-08,2025-09-13,cancelled,Cod,80655.6,71.74,30722.14,Hyderabad,
ORD0004219,CUST001124,2024-06-02,,SHIPPED,,106555.88,46.88,14980.87,Pune,SALE22
ORD0004220,CUST002699,2024-10-22,,Shipped,EMI,114334.23,161.14,11025.55,Kolkata,
ORD0004221,CUST005616,2024-11-20,24/11/2024,NA,upi,36097.64,9999,2261.23,Hyderabad,
ORD0004222,CUST007300,2025-03-10,2025/16/03,canceled,UPI ,27139.56,244.16,3253.06,Surat,SALE06
ORD0004223,CUST99306,2025-12-15,,Pending,Cod,-137219.51,8.79,12671.81,Kolkata,
ORD0004224,CUST001002,2025-12-15,2025-12-19,Pending,EMI,52542.12,130.2,19141.2,Hyderabad,
ORD0004225,CUST002721,2025-09-19,2025-09-29,cancelled,credit card,48899.81,164.03,17210.92,pune,
ORD0004226,CUST007579,2025-10-17,2025-10-31,,Wallet,107267.87,,3906.13,Patna,SALE22
ORD0004227,CUST002487,05/04/2025,,In Transit,UPI ,69410.75,81.79,2935.76,Lucknow,
ORD0004228,CUST006559,2026-04-04,,CANCELLED,,71770.37,101.61,16025.7,Patna,
ORD0004229,CUST008357,2025-01-24,2025-02-07,DELIVERED,Debit Card,56273.3,432.7,7686.78,Patna,
ORD0004230,CUST009027,2025-01-10,2025-01-16,cancelled,Debit Card,148920.84,429.89,,JAIPUR,
ORD0004231,CUST002880,2025-11-12,2025-11-13,NA,N/A,107204.08,449.23,28716.66,,
ORD0004232,CUST000470,2023-10-17,2023-10-21,,Wallet,108156.88,9999,18502.14,Bhopal,
ORD0004233,CUST007931,2025-08-29,2025-09-04,Pending,Net Banking,61485.7,69.32,10030.14,Lucknow,SALE96
ORD0004234,CUST004266,2024-11-17,2024-11-22,shipped,Card,27254.71,218.59,6467.76,Chennai,
ORD0004235,CUST007769,2023-10-11,,Pending,Credit Card,0,156.8,14650.24,Kolkata,
ORD0004236,CUST009718,2025-10-16,2025-10-18,In Transit,N/A,0,101.75,27637.44,Bhopal,
ORD0004237,CUST000077,2025-08-01,2025-08-13,NA,Card,106133.26,24.24,42228.26,INDORE,
ORD0004238,CUST003116,2024-10-26,2024-10-31,SHIPPED,upi,16220.62,260.65,4547.87,Kolkata,
ORD0004239,CUST001569,2024-03-27,2024-04-03,DELIVERED,COD,61510.09,419.15,,Jaipur,
ORD0004240,CUST002595,2026-03-14,,In Transit,UPI ,85566.68,286.77,33458.69,LUCKNOW,SALE90
ORD0004241,CUST001880,2024-05-07,2024/20/05,Returned,online,83691.63,109.33,6147.55,Indore,SALE99
ORD0004242,CUST002750,,2025-05-17,shipped,,72587.18,87.79,3157.26,Chennai ,
ORD0004243,CUST002489,10/08/2025,2025-08-25,Shipped,EMI,0,463.26,,NAGPUR,
ORD0004244,CUST008590,2025-06-01,2025-06-13,Delivered,Debit Card,61990.26,274.49,358.66,HYDERABAD,SALE86
ORD0004245,CUST001642,2024-12-12,2024-12-23,In Transit,credit card,43843.48,333.28,8255.37,Bangalore,
ORD0004246,CUST003701,,2025-09-19,CANCELLED,credit card,35305.86,317.31,5217.01,Nagpur,
ORD0004247,CUST006210,2026-05-29,2026-06-09,Delivered,UPI ,79050.43,233.27,27116.74,SURAT,
ORD0004248,CUST007938,2025-03-30,2025-04-03,canceled,Net Banking,77618.72,297.28,12577.57,bhopal,
ORD0004249,CUST004142,2024-06-20,2024-06-25,NA,UPI,77527.56,423.65,20150.22,AHMEDABAD,
ORD0004250,CUST006966,2025-12-19,25/12/2025,Shipped,Debit Card,98393.49,256.79,5211.59,Nagpur,
ORD0004251,CUST009056,2024-03-02,2024-03-12,Pending,Debit Card,94130.65,123.47,,Kolkata,
ORD0004252,CUST008357,2023-12-04,2023-12-16,,Debit Card,-71792.63,177.27,28192.72,Ahmedabad,SALE28
ORD0004253,CUST008475,2024-04-29,2024-05-05,returned,Net Banking,4682.29,96.25,1497.54,Mumbai,SALE16
ORD0004254,CUST009094,2024-10-10,2024-10-15,SHIPPED,credit card,109799.45,15.07,38879.1,surat,SALE37
ORD0004255,CUST007888,2024-09-11,2024-09-12,shipped,UPI,147909.3,212.06,28575.72, Delhi,SALE12
ORD0004256,CUST002971,2023-09-14,2023-09-18,In Transit,Debit Card,49658.18,316.32,15272.58,Surat,SALE34
ORD0004257,CUST007833,2023-06-20,28/06/2023,shipped,UPI,125910.58,345.0,,Hyderabad,
ORD0004258,CUST003853,2023-09-06,2023-09-11,cancelled,online,72264.75,26.69,14781.01,HYDERABAD,SALE55
ORD0004259,CUST008826,17-11-2024,2024/21/11,In Transit,credit card,122350.71,268.84,25188.65,Pune,SALE23
ORD0004260,CUST008275,2023-08-10,2023-08-15,canceled,,130098.08,201.06,,mumbai,
ORD0004261,CUST001493,2026-03-24,2026-03-26,Pending,UPI ,17504.94,31.58,6761.22,Pune,
ORD0004262,CUST002868,2023-12-10,2023-12-12,cancelled,N/A,48407.18,461.03,3898.11,MUMBAI,SALE42
ORD0004263,CUST99647,,2026-01-19,Processing,Cash on Delivery,63494.69,57.1,15176.49,Hyderabad,
ORD0004264,CUST009318,2025/23/07,2025-07-30,In Transit,Cod,9999999,,,Hyderabad,
ORD0004265,CUST008172,2024-06-17,25-06-2024,Returned,Cash on Delivery,91331.72,54.79,22248.78,Nagpur,
ORD0004266,CUST007649,2025-08-10,2025-08-25,NA,COD,0,15.96,7936.14,Bhopal ,
ORD0004267,CUST002540,,2024-10-07,cancelled,N/A,43200.19,82.1,8312.5,hyderabad,
ORD0004268,CUST006858,2025-04-13,2025-04-27,cancelled,COD,133873.84,338.56,41721.73,Ahmedabad,
ORD0004269,CUST006559,2026-03-05,16-03-2026,In Transit,N/A,113445.65,287.63,,Jaipur,SALE47
ORD0004270,CUST002773,2025-10-01,,CANCELLED,,68634.49,473.0,2833.93,Chennai,
ORD0004271,CUST006836,26-07-2025,,SHIPPED,Card,11207.7,159.29,1565.91,Indore,
ORD0004272,CUST005820,2023-08-10,2023/18/08,In Transit,Net Banking,1931.73,284.0,658.84,Nagpur,
ORD0004273,CUST001043,2025-03-26,06/04/2025,Pending,upi,147459.3,208.18,58811.9,Jaipur,
ORD0004274,CUST99283,2023-10-09,2023-10-12,In Transit,upi,51830.61,58.82,17039.29,Bhopal,SALE52
ORD0004275,CUST002005,2024-01-25,2024-02-04,DELIVERED,Credit Card,128574.95,425.65,,Surat,
ORD0004276,CUST003271,2024-11-08,,canceled,EMI,90491.28,161.89,27865.91,Nagpur,SALE14
ORD0004277,CUST002942,2026-05-20,2026-05-27,,Cash on Delivery,9270.25,91.7,2790.14,Chennai,
ORD0004278,CUST000146,2025-02-09,2025-02-14,Delivered,,29634.28,473.82,8582.76,Chennai,SALE59
ORD0004279,CUST99877,2026-01-24,,Pending,Cash on Delivery,74310.4,205.8,17525.77,Jaipur,
ORD0004280,CUST008997,21/05/2024,,Returned,upi,15885.83,414.93,4340.51,ahmedabad,
ORD0004281,CUST009404,2023-12-31,2024-01-09,Pending,upi,72141.24,424.88,1291.52,surat,
ORD0004282,CUST003287,2026-03-03,,Shipped,Debit Card,130679.34,122.05,5991.46,Pune,
ORD0004283,CUST005678,2024-11-28,2024-11-29,Processing,UPI ,44426.16,37.72,15096.51,Surat ,SALE37
ORD0004284,CUST99013,2025/01/12,2025-12-09,Delivered,Cash on Delivery,124984.66,155.23,37769.54,delhi,SALE83
ORD0004285,CUST009039,2025-04-06,2025-04-13,canceled,EMI,56960.26,76.91,20734.34,Surat,
ORD0004286,CUST99006,2025-03-13,,,Wallet,18667.53,138.69,5573.98,Delhi,
ORD0004287,CUST000834,2024-03-17,,DELIVERED,Debit Card,71653.59,228.78,8384.84,Patna,
ORD0004288,CUST007034,,2025-02-16,In Transit,Net Banking,8880.63,319.92,1085.57,Mumbai,SALE90
